	genre	bookID	format	0	1	2	3	4	5	6
764	['leadership', 'christian', 'theology', 'nonfiction', 'spirituality', 'faith', 'christianity']	2520	paperback	leadership	christian	theology	nonfiction	spirituality	faith	christianity
765	['fiction', 'classics', 'science fiction', 'literature', 'novels', 'british literature', '20th century']	2508	paperback	fiction	classics	science fiction	literature	novels	british literature	20th century
766	['history', 'nonfiction', 'memoir', 'race', 'true crime', 'african american', 'biography']	2521	paperback	history	nonfiction	memoir	race	true crime	african american	biography
767	['fiction', 'religion', 'historical fiction', 'portugal', 'literature', 'portuguese literature', 'nobel prize']	2527	paperback	fiction	religion	historical fiction	portugal	literature	portuguese literature	nobel prize
768	['fiction', 'dystopia', 'science fiction', 'classics', 'novels', 'literature', 'portugal']	2526	paperback	fiction	dystopia	science fiction	classics	novels	literature	portugal
769	['fiction', 'short stories', 'portugal', 'literature', 'fantasy', 'portuguese literature', 'nobel prize']	2529	paperback	fiction	short stories	portugal	literature	fantasy	portuguese literature	nobel prize
770	['fiction', 'historical fiction', 'classics', 'portugal', 'portuguese literature', 'romance', 'nobel prize']	2530	paperback	fiction	historical fiction	classics	portugal	portuguese literature	romance	nobel prize
771	['fiction', 'portugal', 'literature', 'portuguese literature', 'novels', 'nobel prize', 'magical realism']	2528	paperback	fiction	portugal	literature	portuguese literature	novels	nobel prize	magical realism
772	['fiction', 'portugal', 'literature', 'novels', 'portuguese literature', 'nobel prize', 'dystopia']	2531	paperback	fiction	portugal	literature	novels	portuguese literature	nobel prize	dystopia
773	['fiction', 'portugal', 'magical realism', 'portuguese literature', 'literature', 'nobel prize', 'novels']	2535	paperback	fiction	portugal	magical realism	portuguese literature	literature	nobel prize	novels
774	['fiction', 'portugal', 'portuguese literature', 'classics', 'literature', 'historical fiction', 'nobel prize']	2536	paperback	fiction	portugal	portuguese literature	classics	literature	historical fiction	nobel prize
775	['fiction', 'portugal', 'literature', 'novels', 'portuguese literature', 'nobel prize', 'dystopia']	2541	paperback	fiction	portugal	literature	novels	portuguese literature	nobel prize	dystopia
776	['fiction', 'literature', 'portugal', 'dystopia', 'novels', 'portuguese literature', 'science fiction']	2539	paperback	fiction	literature	portugal	dystopia	novels	portuguese literature	science fiction
777	['fiction', 'portugal', 'portuguese literature', 'novels', 'magical realism', 'literature', 'nobel prize']	2538	paperback	fiction	portugal	portuguese literature	novels	magical realism	literature	nobel prize
778	['fiction', 'portugal', 'historical fiction', 'portuguese literature', 'literature', 'nobel prize', 'novels']	2542	paperback	fiction	portugal	historical fiction	portuguese literature	literature	nobel prize	novels
779	['fiction', 'fantasy', 'magical realism', 'portugal', 'portuguese literature', 'novels', 'literature']	2543	paperback	fiction	fantasy	magical realism	portugal	portuguese literature	novels	literature
780	['poetry', 'philosophy', 'classics', 'fiction', 'spirituality', 'literature', 'religion']	2545	hardcover	poetry	philosophy	classics	fiction	spirituality	literature	religion
781	['poetry', 'classics', 'philosophy', 'fiction', 'spirituality', 'religion', 'literature']	2547	paperback	poetry	classics	philosophy	fiction	spirituality	religion	literature
782	['poetry', 'philosophy', 'fiction', 'classics', 'literature', 'short stories', 'spirituality']	2549	hardcover	poetry	philosophy	fiction	classics	literature	short stories	spirituality
783	['fiction', 'travel', 'literature', 'classics', 'novels', 'american', 'adventure']	2551	paperback	fiction	travel	literature	classics	novels	american	adventure
784	['fiction', 'travel', 'literature', 'classics', 'novels', 'american', 'adventure']	2552	paperback	fiction	travel	literature	classics	novels	american	adventure
785	[]	2560	hardcover							
786	['art', 'biography', 'nonfiction', 'art history', 'biography memoir', 'history', 'visual art']	2557	paperback	art	biography	nonfiction	art history	biography memoir	history	visual art
787	['education', 'teaching']	2584	paperback	education	teaching					
788	['africa', 'nonfiction', 'nigeria', 'memoir', 'african literature', 'nobel prize', 'autobiography']	2567	paperback	africa	nonfiction	nigeria	memoir	african literature	nobel prize	autobiography
789	['productivity', 'business', 'nonfiction', 'self help', 'personal development', 'management', 'reference']	2581	paperback	productivity	business	nonfiction	self help	personal development	management	reference
790	['business', 'philosophy', 'leadership', 'self help', 'management', 'nonfiction']	2586	paperback	business	philosophy	leadership	self help	management	nonfiction	
791	['nonfiction', 'business', 'psychology', 'sociology', 'self help', 'science', 'economics']	2612	paperback	nonfiction	business	psychology	sociology	self help	science	economics
792	['business', 'nonfiction', 'entrepreneurship', 'management', 'buisness', 'war']	2595	hardcover	business	nonfiction	entrepreneurship	management	buisness	war	
793	['business', 'nonfiction', 'psychology', 'entrepreneurship', 'leadership', 'self help', 'buisness']	2613	paperback	business	nonfiction	psychology	entrepreneurship	leadership	self help	buisness
794	['business', 'nonfiction', 'entrepreneurship', 'management', 'leadership', 'technology', 'buisness']	2615	paperback	business	nonfiction	entrepreneurship	management	leadership	technology	buisness
795	['classics', 'fiction', 'literature', 'historical fiction', 'school', 'novels', '19th century']	2626	paperback	classics	fiction	literature	historical fiction	school	novels	19th century
796	['classics', 'fiction', 'literature', 'historical fiction', 'school', 'novels', '19th century']	2619	paperback	classics	fiction	literature	historical fiction	school	novels	19th century
797	['theology', 'religion', 'philosophy', 'history', 'christianity', 'church history', 'nonfiction']	2646	paperback	theology	religion	philosophy	history	christianity	church history	nonfiction
798	['classics', 'fiction', 'historical fiction', 'school', 'literature', 'young adult', 'historical']	2654	paperback	classics	fiction	historical fiction	school	literature	young adult	historical
799	['classics', 'fiction', 'historical fiction', 'school', 'literature', 'young adult', 'historical']	2655	audio	classics	fiction	historical fiction	school	literature	young adult	historical
800	['classics', 'fiction', 'historical fiction', 'school', 'literature', 'young adult', 'historical']	2661	hardcover	classics	fiction	historical fiction	school	literature	young adult	historical
801	['finance', 'nonfiction', 'personal finance', 'business', 'money', 'self help', 'economics']	2673	paperback	finance	nonfiction	personal finance	business	money	self help	economics
802	[]	2680	paperback							
803	['classics', 'fiction', 'humor', 'essays', 'literature', 'philosophy', '18th century']	2677	paperback	classics	fiction	humor	essays	literature	philosophy	18th century
804	['classics', 'fiction', 'fantasy', 'literature', 'humor', 'adventure', 'english literature']	2678	paperback	classics	fiction	fantasy	literature	humor	adventure	english literature
805	['classics', 'fiction', '19th century', 'literature', 'american', 'historical fiction', 'novels']	2686	paperback	classics	fiction	19th century	literature	american	historical fiction	novels
806	['classics', 'anthologies', 'american', 'literature']	2688	hardcover	classics	anthologies	american	literature			
807	['fiction', 'novels', 'american', 'literature', 'classics', '19th century']	2687	hardcover	fiction	novels	american	literature	classics	19th century	
808	['classics', 'fiction', 'poetry', 'literature', 'school', 'short stories', 'historical fiction']	2696	paperback	classics	fiction	poetry	literature	school	short stories	historical fiction
809	['fiction', 'short stories', 'classics', 'literature', 'american', 'collections', '19th century']	2692	hardcover	fiction	short stories	classics	literature	american	collections	19th century
810	['classics', 'fiction', 'poetry', 'literature', 'school', 'short stories', 'historical fiction']	2701	paperback	classics	fiction	poetry	literature	school	short stories	historical fiction
811	['classics', 'fiction', 'poetry', 'literature', 'school', 'short stories', 'historical fiction']	2698	paperback	classics	fiction	poetry	literature	school	short stories	historical fiction
812	['literary criticism', 'medieval', 'geoffrey chaucer', 'literature', 'english literature', 'criticism', 'poetry']	2705	paperback	literary criticism	medieval	geoffrey chaucer	literature	english literature	criticism	poetry
813	['classics', 'poetry', 'fiction', 'literature', 'school', 'medieval', 'historical fiction']	2702	paperback	classics	poetry	fiction	literature	school	medieval	historical fiction
814	['poetry', 'classics', 'medieval', 'school', 'british literature', 'fiction', '14th century']	2706	paperback	poetry	classics	medieval	school	british literature	fiction	14th century
815	['classics', 'fiction', 'poetry', 'literature', 'school', 'short stories', 'historical fiction']	2710	paperback	classics	fiction	poetry	literature	school	short stories	historical fiction
816	['poetry', 'classics', 'fiction', 'literature', 'medieval', 'geoffrey chaucer']	2713	paperback	poetry	classics	fiction	literature	medieval	geoffrey chaucer	
817	['history', 'nonfiction', 'food', 'science', 'microhistory', 'historical', 'world history']	2715	paperback	history	nonfiction	food	science	microhistory	historical	world history
818	['fiction', 'historical fiction', 'queer', 'lgbt', 'france', 'historical', 'food']	2719	paperback	fiction	historical fiction	queer	lgbt	france	historical	food
819	['picture books', 'biography', 'sports', 'cultural', 'childrens', 'nonfiction', 'family']	2718	paperback	picture books	biography	sports	cultural	childrens	nonfiction	family
820	['poetry', 'classics', 'medieval', 'fiction', 'literature', 'college', 'british literature']	2711	hardcover	poetry	classics	medieval	fiction	literature	college	british literature
821	['fiction', 'historical fiction', 'novels', 'literature', 'classics', 'politics', 'historical']	2722	paperback	fiction	historical fiction	novels	literature	classics	politics	historical
822	['fiction', 'science fiction', 'alternate history', 'historical fiction', 'fantasy', 'speculative fiction', 'historical']	2723	paperback	fiction	science fiction	alternate history	historical fiction	fantasy	speculative fiction	historical
823	['philosophy', 'essays', 'nonfiction', 'theory', 'art', 'literary criticism', 'criticism']	2725	paperback	philosophy	essays	nonfiction	theory	art	literary criticism	criticism
824	['art', 'comics']	2727	hardcover	art	comics					
825	['nonfiction', 'computer science']	2731	hardcover	nonfiction	computer science					
826	['nonfiction', 'memoir', 'biography', 'autobiography', 'psychology', 'abuse', 'true story']	2743	paperback	nonfiction	memoir	biography	autobiography	psychology	abuse	true story
827	['fiction', 'historical fiction', 'mystery', 'historical', 'literature', 'literary fiction', 'classics']	2735	paperback	fiction	historical fiction	mystery	historical	literature	literary fiction	classics
828	['fiction', 'humor', 'contemporary', 'canada', 'novels', 'literature', 'technology']	2749	paperback	fiction	humor	contemporary	canada	novels	literature	technology
829	['linguistics']	2756	paperback	linguistics						
830	['philosophy', 'psychology', 'nonfiction', 'death', 'science', 'self help', 'sociology']	2761	paperback	philosophy	psychology	nonfiction	death	science	self help	sociology
